,sample_type,theta,cutp,cutn,seed_num,mes,sample_num
2346,rot_2,-1.25663706144,1,-1,676,0.7077887095890001,260.0
2347,cut_2,0.0,9,7,676,1.18343710467,260.0
2348,rot_4,-2.51327412287,1,-1,676,1.80121799713,260.0
2349,cut_1,0.0,5,3,186,1.90610017592,261.0
2350,centre_cut,0.0,1,-1,186,1.71598345804,261.0
2351,rot_3,-1.88495559215,1,-1,186,1.2101657924299998,261.0
2352,cut_4,0.0,-7,-9,186,0.895946764434,261.0
2353,rot_1,-0.628318530718,1,-1,186,1.7746450691,261.0
2354,cut_3,0.0,-3,-5,186,1.0212911960100002,261.0
2355,rot_2,-1.25663706144,1,-1,186,1.19430697798,261.0
2356,cut_2,0.0,9,7,186,1.18781725566,261.0
2357,rot_4,-2.51327412287,1,-1,186,1.3294178423899998,261.0
2358,cut_1,0.0,5,3,494,-0.0278681198706,262.0
2359,centre_cut,0.0,1,-1,494,0.25220960591499997,262.0
2360,rot_3,-1.88495559215,1,-1,494,2.51071361211,262.0
2361,cut_4,0.0,-7,-9,494,1.0801193921799999,262.0
2362,rot_1,-0.628318530718,1,-1,494,-0.024528051856599998,262.0
2363,cut_3,0.0,-3,-5,494,0.733472036567,262.0
2364,rot_2,-1.25663706144,1,-1,494,1.27329119237,262.0
2365,cut_2,0.0,9,7,494,0.286979944823,262.0
2366,rot_4,-2.51327412287,1,-1,494,1.81640543695,262.0
2367,cut_1,0.0,5,3,125,1.33384312421,263.0
2368,centre_cut,0.0,1,-1,125,1.1365785882,263.0
2369,rot_3,-1.88495559215,1,-1,125,-0.21486192017099998,263.0
2370,cut_4,0.0,-7,-9,125,1.2194212710899999,263.0
2371,rot_1,-0.628318530718,1,-1,125,1.1552737748100002,263.0
2372,cut_3,0.0,-3,-5,125,1.02548827796,263.0
2373,rot_2,-1.25663706144,1,-1,125,0.325110078571,263.0
2374,cut_2,0.0,9,7,125,1.2639350033499999,263.0
2375,rot_4,-2.51327412287,1,-1,125,0.33827994242,263.0
2376,cut_1,0.0,5,3,204,0.332812417656,264.0
2377,centre_cut,0.0,1,-1,204,0.176665766473,264.0
2378,rot_3,-1.88495559215,1,-1,204,0.844692911049,264.0
2379,cut_4,0.0,-7,-9,204,0.69293741205,264.0
2380,rot_1,-0.628318530718,1,-1,204,0.853452997868,264.0
2381,cut_3,0.0,-3,-5,204,0.459571481183,264.0
2382,rot_2,-1.25663706144,1,-1,204,1.3874171219100002,264.0
2383,cut_2,0.0,9,7,204,0.915624128626,264.0
2384,rot_4,-2.51327412287,1,-1,204,0.353087352879,264.0
2385,cut_1,0.0,5,3,41,1.52250968049,265.0
2386,centre_cut,0.0,1,-1,41,1.7491047706099998,265.0
2387,rot_3,-1.88495559215,1,-1,41,1.62155766238,265.0
2388,cut_4,0.0,-7,-9,41,1.81349872028,265.0
2389,rot_1,-0.628318530718,1,-1,41,1.9562389586700002,265.0
2390,cut_3,0.0,-3,-5,41,2.06071699436,265.0
2391,rot_2,-1.25663706144,1,-1,41,1.9259014031000001,265.0
2392,cut_2,0.0,9,7,41,0.682549051865,265.0
2393,rot_4,-2.51327412287,1,-1,41,1.5789936999399998,265.0
2394,cut_1,0.0,5,3,23,3.07689375694,266.0
2395,centre_cut,0.0,1,-1,23,2.81705139107,266.0
2396,rot_3,-1.88495559215,1,-1,23,0.20255987021699998,266.0
2397,cut_4,0.0,-7,-9,23,1.70913054059,266.0
2398,rot_1,-0.628318530718,1,-1,23,3.66679905925,266.0
2399,cut_3,0.0,-3,-5,23,2.28389539238,266.0
2400,rot_2,-1.25663706144,1,-1,23,1.96175635729,266.0
2401,cut_2,0.0,9,7,23,1.61826353251,266.0
2402,rot_4,-2.51327412287,1,-1,23,0.706250685256,266.0
2403,cut_1,0.0,5,3,385,2.89841179506,267.0
2404,centre_cut,0.0,1,-1,385,2.59454659529,267.0
2405,rot_3,-1.88495559215,1,-1,385,1.28894201636,267.0
2406,cut_4,0.0,-7,-9,385,0.822984306438,267.0
2407,rot_1,-0.628318530718,1,-1,385,1.5488804248399999,267.0
2408,cut_3,0.0,-3,-5,385,1.85633568817,267.0
2409,rot_2,-1.25663706144,1,-1,385,0.647231494906,267.0
2410,cut_2,0.0,9,7,385,1.52531603116,267.0
2411,rot_4,-2.51327412287,1,-1,385,2.28619610276,267.0
2412,cut_1,0.0,5,3,135,1.2273473548799998,268.0
2413,centre_cut,0.0,1,-1,135,0.8206419420059999,268.0
2414,rot_3,-1.88495559215,1,-1,135,0.46796865125500003,268.0
2415,cut_4,0.0,-7,-9,135,0.635772130115,268.0
2416,rot_1,-0.628318530718,1,-1,135,0.7722716745880001,268.0
2417,cut_3,0.0,-3,-5,135,0.23702174806899998,268.0
2418,rot_2,-1.25663706144,1,-1,135,0.627662550709,268.0
2419,cut_2,0.0,9,7,135,1.08943046846,268.0
2420,rot_4,-2.51327412287,1,-1,135,0.691386419154,268.0
2421,cut_1,0.0,5,3,602,1.3664436200299999,269.0
2422,centre_cut,0.0,1,-1,602,1.40489321415,269.0
2423,rot_3,-1.88495559215,1,-1,602,1.45307706247,269.0
2424,cut_4,0.0,-7,-9,602,0.126776757575,269.0
2425,rot_1,-0.628318530718,1,-1,602,0.783863880808,269.0
2426,cut_3,0.0,-3,-5,602,1.03120620568,269.0
2427,rot_2,-1.25663706144,1,-1,602,0.7220415587960001,269.0
2428,cut_2,0.0,9,7,602,0.9146570110719999,269.0
2429,rot_4,-2.51327412287,1,-1,602,1.618244768,269.0
2430,cut_1,0.0,5,3,828,2.21025500912,270.0
2431,centre_cut,0.0,1,-1,828,2.21960215934,270.0
2432,rot_3,-1.88495559215,1,-1,828,0.5285521214760001,270.0
2433,cut_4,0.0,-7,-9,828,1.51978853133,270.0
2434,rot_1,-0.628318530718,1,-1,828,1.45086099877,270.0
2435,cut_3,0.0,-3,-5,828,1.98114416658,270.0
2436,rot_2,-1.25663706144,1,-1,828,0.253620444333,270.0
2437,cut_2,0.0,9,7,828,1.29088127927,270.0
2438,rot_4,-2.51327412287,1,-1,828,1.5119166052000002,270.0
2439,cut_1,0.0,5,3,940,-0.0110024142374,271.0
2440,centre_cut,0.0,1,-1,940,0.41226642106899997,271.0
2441,rot_3,-1.88495559215,1,-1,940,0.17095538345199998,271.0
2442,cut_4,0.0,-7,-9,940,1.10733336585,271.0
2443,rot_1,-0.628318530718,1,-1,940,1.6555042575799999,271.0
2444,cut_3,0.0,-3,-5,940,0.46039290363799995,271.0
2445,rot_2,-1.25663706144,1,-1,940,1.6864262433200001,271.0
2446,cut_2,0.0,9,7,940,0.0756372156003,271.0
2447,rot_4,-2.51327412287,1,-1,940,-0.417025315471,271.0
2448,cut_1,0.0,5,3,396,0.771580676548,272.0
2449,centre_cut,0.0,1,-1,396,1.4411647993099999,272.0
2450,rot_3,-1.88495559215,1,-1,396,-0.153658308586,272.0
2451,cut_4,0.0,-7,-9,396,1.5720410815299999,272.0
2452,rot_1,-0.628318530718,1,-1,396,2.64553575916,272.0
2453,cut_3,0.0,-3,-5,396,2.26130846007,272.0
2454,rot_2,-1.25663706144,1,-1,396,1.50758603637,272.0
2455,cut_2,0.0,9,7,396,0.22791909266600002,272.0
2456,rot_4,-2.51327412287,1,-1,396,-0.369002102613,272.0
2457,cut_1,0.0,5,3,438,1.17336226253,273.0
2458,centre_cut,0.0,1,-1,438,0.34656368696,273.0
2459,rot_3,-1.88495559215,1,-1,438,2.17818898428,273.0
2460,cut_4,0.0,-7,-9,438,0.9064771672149999,273.0
2461,rot_1,-0.628318530718,1,-1,438,-0.221977222943,273.0
2462,cut_3,0.0,-3,-5,438,0.40815411484999997,273.0
2463,rot_2,-1.25663706144,1,-1,438,0.758013890896,273.0
2464,cut_2,0.0,9,7,438,1.06504388167,273.0
2465,rot_4,-2.51327412287,1,-1,438,1.9216610941900003,273.0
2466,cut_1,0.0,5,3,213,2.02021313455,274.0
2467,centre_cut,0.0,1,-1,213,1.3707014366799999,274.0
2468,rot_3,-1.88495559215,1,-1,213,3.1392375355799995,274.0
2469,cut_4,0.0,-7,-9,213,0.205859655773,274.0
2470,rot_1,-0.628318530718,1,-1,213,-0.285072159379,274.0
2471,cut_3,0.0,-3,-5,213,0.410383791284,274.0
2472,rot_2,-1.25663706144,1,-1,213,0.648733152526,274.0
2473,cut_2,0.0,9,7,213,1.45171345962,274.0
2474,rot_4,-2.51327412287,1,-1,213,3.3976926020700002,274.0
2475,cut_1,0.0,5,3,808,2.7177660004,275.0
2476,centre_cut,0.0,1,-1,808,2.44191043926,275.0
2477,rot_3,-1.88495559215,1,-1,808,-0.273811056493,275.0
2478,cut_4,0.0,-7,-9,808,0.662998102166,275.0
2479,rot_1,-0.628318530718,1,-1,808,2.7871614108599996,275.0
2480,cut_3,0.0,-3,-5,808,1.7964817798500001,275.0
2481,rot_2,-1.25663706144,1,-1,808,1.29509441896,275.0
2482,cut_2,0.0,9,7,808,2.07998076807,275.0
2483,rot_4,-2.51327412287,1,-1,808,0.40989138756800003,275.0
2484,cut_1,0.0,5,3,99,2.28537752996,276.0
2485,centre_cut,0.0,1,-1,99,1.9238986314500002,276.0
2486,rot_3,-1.88495559215,1,-1,99,1.04181129653,276.0
2487,cut_4,0.0,-7,-9,99,1.2614420757200002,276.0
2488,rot_1,-0.628318530718,1,-1,99,1.61795331105,276.0
2489,cut_3,0.0,-3,-5,99,1.7357784464900001,276.0
2490,rot_2,-1.25663706144,1,-1,99,0.9803531139659999,276.0
2491,cut_2,0.0,9,7,99,1.43404576303,276.0
2492,rot_4,-2.51327412287,1,-1,99,1.56921386278,276.0
2493,cut_1,0.0,5,3,354,1.16471073359,277.0
2494,centre_cut,0.0,1,-1,354,1.0536646328000001,277.0
2495,rot_3,-1.88495559215,1,-1,354,-0.758328657375,277.0
2496,cut_4,0.0,-7,-9,354,0.987669900678,277.0
2497,rot_1,-0.628318530718,1,-1,354,0.7759479483689999,277.0
2498,cut_3,0.0,-3,-5,354,0.718884787282,277.0
2499,rot_2,-1.25663706144,1,-1,354,-0.310687352827,277.0
2500,cut_2,0.0,9,7,354,1.2883453435799999,277.0
2501,rot_4,-2.51327412287,1,-1,354,-0.050383559753999996,277.0
2502,cut_1,0.0,5,3,44,0.366925501878,278.0
2503,centre_cut,0.0,1,-1,44,0.0312783583681,278.0
2504,rot_3,-1.88495559215,1,-1,44,1.20464522537,278.0
2505,cut_4,0.0,-7,-9,44,0.920876777273,278.0
2506,rot_1,-0.628318530718,1,-1,44,1.21310194816,278.0
2507,cut_3,0.0,-3,-5,44,0.191333550158,278.0
2508,rot_2,-1.25663706144,1,-1,44,1.8251377295200002,278.0
2509,cut_2,0.0,9,7,44,0.828125916291,278.0
2510,rot_4,-2.51327412287,1,-1,44,0.291747112897,278.0
2511,cut_1,0.0,5,3,52,1.70964225088,279.0
2512,centre_cut,0.0,1,-1,52,1.4998891095,279.0
2513,rot_3,-1.88495559215,1,-1,52,1.36767344718,279.0
2514,cut_4,0.0,-7,-9,52,0.6988097398530001,279.0
2515,rot_1,-0.628318530718,1,-1,52,-1.36091966655,279.0
2516,cut_3,0.0,-3,-5,52,0.6865703050759999,279.0
2517,rot_2,-1.25663706144,1,-1,52,-1.58926383357,279.0
2518,cut_2,0.0,9,7,52,1.19226004396,279.0
2519,rot_4,-2.51327412287,1,-1,52,2.81350355853,279.0
2520,cut_1,0.0,5,3,387,-0.210157742201,280.0
2521,centre_cut,0.0,1,-1,387,0.362182302799,280.0
2522,rot_3,-1.88495559215,1,-1,387,1.8019149214099996,280.0
2523,cut_4,0.0,-7,-9,387,0.48549986213299995,280.0
2524,rot_1,-0.628318530718,1,-1,387,0.6629687013560001,280.0
2525,cut_3,0.0,-3,-5,387,0.484217051324,280.0
2526,rot_2,-1.25663706144,1,-1,387,1.8815118746700001,280.0
2527,cut_2,0.0,9,7,387,0.585839872607,280.0
2528,rot_4,-2.51327412287,1,-1,387,1.18278192558,280.0
2529,cut_1,0.0,5,3,957,-0.126882183048,281.0
2530,centre_cut,0.0,1,-1,957,0.324373786967,281.0
2531,rot_3,-1.88495559215,1,-1,957,0.275899485817,281.0
2532,cut_4,0.0,-7,-9,957,0.781883299437,281.0
2533,rot_1,-0.628318530718,1,-1,957,0.852630836986,281.0
2534,cut_3,0.0,-3,-5,957,0.8353097436839999,281.0
2535,rot_2,-1.25663706144,1,-1,957,0.872194248237,281.0
2536,cut_2,0.0,9,7,957,0.332387243438,281.0
2537,rot_4,-2.51327412287,1,-1,957,-0.11441572381899999,281.0
2538,cut_1,0.0,5,3,790,0.8364890116339999,282.0
2539,centre_cut,0.0,1,-1,790,0.961200787225,282.0
2540,rot_3,-1.88495559215,1,-1,790,-0.0215629292965,282.0
2541,cut_4,0.0,-7,-9,790,0.942393485711,282.0
2542,rot_1,-0.628318530718,1,-1,790,1.28743947502,282.0
2543,cut_3,0.0,-3,-5,790,1.0026070195999999,282.0
2544,rot_2,-1.25663706144,1,-1,790,0.8509205463449999,282.0
2545,cut_2,0.0,9,7,790,0.950896298562,282.0
2546,rot_4,-2.51327412287,1,-1,790,0.17748364691399998,282.0
2547,cut_1,0.0,5,3,29,-0.294092069329,283.0
2548,centre_cut,0.0,1,-1,29,-0.129530049069,283.0
2549,rot_3,-1.88495559215,1,-1,29,0.291721321758,283.0
2550,cut_4,0.0,-7,-9,29,0.266473585023,283.0
2551,rot_1,-0.628318530718,1,-1,29,-0.955875189065,283.0
2552,cut_3,0.0,-3,-5,29,0.398753411815,283.0
2553,rot_2,-1.25663706144,1,-1,29,-0.915856972586,283.0
2554,cut_2,0.0,9,7,29,0.323174061912,283.0
2555,rot_4,-2.51327412287,1,-1,29,0.327474961967,283.0
2556,cut_1,0.0,5,3,562,1.04481754284,284.0
2557,centre_cut,0.0,1,-1,562,1.0164212092899998,284.0
2558,rot_3,-1.88495559215,1,-1,562,1.4905157639500002,284.0
2559,cut_4,0.0,-7,-9,562,0.8408788388189999,284.0
2560,rot_1,-0.628318530718,1,-1,562,1.52039450882,284.0
2561,cut_3,0.0,-3,-5,562,0.533597022206,284.0
2562,rot_2,-1.25663706144,1,-1,562,1.64024211806,284.0
2563,cut_2,0.0,9,7,562,0.573511964334,284.0
2564,rot_4,-2.51327412287,1,-1,562,1.00614940035,284.0
2565,cut_1,0.0,5,3,359,-0.129590409298,285.0
2566,centre_cut,0.0,1,-1,359,-0.0380157860288,285.0
2567,rot_3,-1.88495559215,1,-1,359,2.16388628269,285.0
2568,cut_4,0.0,-7,-9,359,0.591342193176,285.0
2569,rot_1,-0.628318530718,1,-1,359,-1.1934222685200002,285.0
2570,cut_3,0.0,-3,-5,359,0.33289796424400003,285.0
2571,rot_2,-1.25663706144,1,-1,359,0.32208050135899996,285.0
2572,cut_2,0.0,9,7,359,0.648468879736,285.0
2573,rot_4,-2.51327412287,1,-1,359,2.0352046505900003,285.0
2574,cut_1,0.0,5,3,629,0.814536256859,286.0
2575,centre_cut,0.0,1,-1,629,1.39762620079,286.0
2576,rot_3,-1.88495559215,1,-1,629,1.6364108185100001,286.0
2577,cut_4,0.0,-7,-9,629,0.647814890657,286.0
2578,rot_1,-0.628318530718,1,-1,629,-0.39398068268299996,286.0
2579,cut_3,0.0,-3,-5,629,1.2856012748299999,286.0
2580,rot_2,-1.25663706144,1,-1,629,-0.194796994073,286.0
2581,cut_2,0.0,9,7,629,1.39970980061,286.0
2582,rot_4,-2.51327412287,1,-1,629,2.39519954318,286.0
2583,cut_1,0.0,5,3,875,-0.7387815961669999,287.0
2584,centre_cut,0.0,1,-1,875,-0.201175158185,287.0
2585,rot_3,-1.88495559215,1,-1,875,0.9618106692299999,287.0
2586,cut_4,0.0,-7,-9,875,1.36938220058,287.0
2587,rot_1,-0.628318530718,1,-1,875,-0.0561085120781,287.0
2588,cut_3,0.0,-3,-5,875,0.746054074875,287.0
2589,rot_2,-1.25663706144,1,-1,875,0.874577909386,287.0
2590,cut_2,0.0,9,7,875,0.21942408453499998,287.0
2591,rot_4,-2.51327412287,1,-1,875,0.567607566787,287.0
2592,cut_1,0.0,5,3,757,0.948841700962,288.0
2593,centre_cut,0.0,1,-1,757,0.319994595477,288.0
2594,rot_3,-1.88495559215,1,-1,757,0.33948013156999995,288.0
2595,cut_4,0.0,-7,-9,757,0.442556467912,288.0
2596,rot_1,-0.628318530718,1,-1,757,0.534234459648,288.0
2597,cut_3,0.0,-3,-5,757,-0.139730534341,288.0
2598,rot_2,-1.25663706144,1,-1,757,0.47592448606700005,288.0
2599,cut_2,0.0,9,7,757,0.44219325645700003,288.0
2600,rot_4,-2.51327412287,1,-1,757,0.262823381975,288.0
2601,cut_1,0.0,5,3,527,0.8312846800910001,289.0
2602,centre_cut,0.0,1,-1,527,0.844367955916,289.0
2603,rot_3,-1.88495559215,1,-1,527,1.3593245148100002,289.0
2604,cut_4,0.0,-7,-9,527,0.304883605905,289.0
2605,rot_1,-0.628318530718,1,-1,527,-1.26465800317,289.0
2606,cut_3,0.0,-3,-5,527,0.186082216653,289.0
2607,rot_2,-1.25663706144,1,-1,527,-0.887721830755,289.0
2608,cut_2,0.0,9,7,527,1.19317163099,289.0
2609,rot_4,-2.51327412287,1,-1,527,2.33788885502,289.0
2610,cut_1,0.0,5,3,986,0.544191864899,290.0
2611,centre_cut,0.0,1,-1,986,0.779896304254,290.0
2612,rot_3,-1.88495559215,1,-1,986,2.17601518567,290.0
2613,cut_4,0.0,-7,-9,986,0.408986255384,290.0
2614,rot_1,-0.628318530718,1,-1,986,-0.503417875462,290.0
2615,cut_3,0.0,-3,-5,986,0.686252523616,290.0
2616,rot_2,-1.25663706144,1,-1,986,0.427090016439,290.0
2617,cut_2,0.0,9,7,986,0.771900000141,290.0
2618,rot_4,-2.51327412287,1,-1,986,2.36396456564,290.0
2619,cut_1,0.0,5,3,610,3.03936674435,291.0
2620,centre_cut,0.0,1,-1,610,2.4509037426400004,291.0
2621,rot_3,-1.88495559215,1,-1,610,1.37136057243,291.0
2622,cut_4,0.0,-7,-9,610,2.2845708731400003,291.0
2623,rot_1,-0.628318530718,1,-1,610,3.1679909914200004,291.0
2624,cut_3,0.0,-3,-5,610,2.1196020567400002,291.0
2625,rot_2,-1.25663706144,1,-1,610,2.0892852096400003,291.0
2626,cut_2,0.0,9,7,610,1.14985825823,291.0
2627,rot_4,-2.51327412287,1,-1,610,1.3580878351199999,291.0
2628,cut_1,0.0,5,3,317,1.2960618828000001,292.0
2629,centre_cut,0.0,1,-1,317,1.30111356782,292.0
2630,rot_3,-1.88495559215,1,-1,317,2.21176602965,292.0
2631,cut_4,0.0,-7,-9,317,0.78684025207,292.0
2632,rot_1,-0.628318530718,1,-1,317,-0.732083296519,292.0
2633,cut_3,0.0,-3,-5,317,1.1209408067,292.0
2634,rot_2,-1.25663706144,1,-1,317,-0.120150119374,292.0
2635,cut_2,0.0,9,7,317,1.14111819815,292.0
2636,rot_4,-2.51327412287,1,-1,317,3.00028009253,292.0
2637,cut_1,0.0,5,3,441,0.761967404672,293.0
2638,centre_cut,0.0,1,-1,441,0.833810163775,293.0
2639,rot_3,-1.88495559215,1,-1,441,1.48832464525,293.0
2640,cut_4,0.0,-7,-9,441,0.726782138216,293.0
2641,rot_1,-0.628318530718,1,-1,441,0.345461404934,293.0
2642,cut_3,0.0,-3,-5,441,0.892921172913,293.0
2643,rot_2,-1.25663706144,1,-1,441,0.6457544269259999,293.0
2644,cut_2,0.0,9,7,441,1.14787597466,293.0
2645,rot_4,-2.51327412287,1,-1,441,1.4093551474500001,293.0
2646,cut_1,0.0,5,3,495,0.953935164349,294.0
2647,centre_cut,0.0,1,-1,495,1.30333267027,294.0
2648,rot_3,-1.88495559215,1,-1,495,0.9627098530060001,294.0
2649,cut_4,0.0,-7,-9,495,0.8517560363150001,294.0
2650,rot_1,-0.628318530718,1,-1,495,0.0473518713562,294.0
2651,cut_3,0.0,-3,-5,495,1.75138396133,294.0
2652,rot_2,-1.25663706144,1,-1,495,-0.226310478482,294.0
2653,cut_2,0.0,9,7,495,0.5317918491879999,294.0
2654,rot_4,-2.51327412287,1,-1,495,1.64119976584,294.0
2655,cut_1,0.0,5,3,716,1.71623998412,295.0
2656,centre_cut,0.0,1,-1,716,1.28735922658,295.0
2657,rot_3,-1.88495559215,1,-1,716,-0.191357336367,295.0
2658,cut_4,0.0,-7,-9,716,0.491506780819,295.0
2659,rot_1,-0.628318530718,1,-1,716,1.3691471696899997,295.0
2660,cut_3,0.0,-3,-5,716,0.600554894584,295.0
2661,rot_2,-1.25663706144,1,-1,716,0.44186757312799996,295.0
2662,cut_2,0.0,9,7,716,1.13544091424,295.0
2663,rot_4,-2.51327412287,1,-1,716,0.281938156676,295.0
2664,cut_1,0.0,5,3,336,0.332795347539,296.0
2665,centre_cut,0.0,1,-1,336,0.615002654489,296.0
2666,rot_3,-1.88495559215,1,-1,336,0.861823358598,296.0
2667,cut_4,0.0,-7,-9,336,1.7111769898500002,296.0
2668,rot_1,-0.628318530718,1,-1,336,0.836087861717,296.0
2669,cut_3,0.0,-3,-5,336,1.46105577283,296.0
2670,rot_2,-1.25663706144,1,-1,336,0.931009770589,296.0
2671,cut_2,0.0,9,7,336,0.676974080926,296.0
2672,rot_4,-2.51327412287,1,-1,336,0.823672735661,296.0
2673,cut_1,0.0,5,3,903,1.2419082643700001,297.0
2674,centre_cut,0.0,1,-1,903,1.87864851632,297.0
2675,rot_3,-1.88495559215,1,-1,903,0.758470655669,297.0
2676,cut_4,0.0,-7,-9,903,1.8434673129099999,297.0
2677,rot_1,-0.628318530718,1,-1,903,2.1754885641799997,297.0
2678,cut_3,0.0,-3,-5,903,2.3884630616,297.0
2679,rot_2,-1.25663706144,1,-1,903,1.4934718010499999,297.0
2680,cut_2,0.0,9,7,903,0.7112383994320001,297.0
2681,rot_4,-2.51327412287,1,-1,903,0.916458473599,297.0
2682,cut_1,0.0,5,3,589,0.270688645201,298.0
2683,centre_cut,0.0,1,-1,589,0.0106315627034,298.0
2684,rot_3,-1.88495559215,1,-1,589,0.202741901417,298.0
2685,cut_4,0.0,-7,-9,589,0.290306600225,298.0
2686,rot_1,-0.628318530718,1,-1,589,-1.64672585396,298.0
2687,cut_3,0.0,-3,-5,589,-0.381515899626,298.0
2688,rot_2,-1.25663706144,1,-1,589,-1.4491437453,298.0
2689,cut_2,0.0,9,7,589,0.980674449824,298.0
2690,rot_4,-2.51327412287,1,-1,589,0.996522950785,298.0
2691,cut_1,0.0,5,3,80,1.0240625748999999,299.0
2692,centre_cut,0.0,1,-1,80,1.67517389757,299.0
2693,rot_3,-1.88495559215,1,-1,80,1.25731196922,299.0
2694,cut_4,0.0,-7,-9,80,0.8603080758310001,299.0
2695,rot_1,-0.628318530718,1,-1,80,2.19131870855,299.0
2696,cut_3,0.0,-3,-5,80,1.8689842747299998,299.0
2697,rot_2,-1.25663706144,1,-1,80,1.97513863268,299.0
2698,cut_2,0.0,9,7,80,0.701084096107,299.0
2699,rot_4,-2.51327412287,1,-1,80,1.02653259615,299.0
2700,cut_1,0.0,5,3,583,2.22341674903,300.0
2701,centre_cut,0.0,1,-1,583,1.9038079257,300.0
2702,rot_3,-1.88495559215,1,-1,583,-0.17157879122000003,300.0
2703,cut_4,0.0,-7,-9,583,0.6784636864560001,300.0
2704,rot_1,-0.628318530718,1,-1,583,1.22247669688,300.0
2705,cut_3,0.0,-3,-5,583,0.9781426894290001,300.0
2706,rot_2,-1.25663706144,1,-1,583,-0.0835394858968,300.0
2707,cut_2,0.0,9,7,583,1.3991189780200002,300.0
2708,rot_4,-2.51327412287,1,-1,583,0.915739040932,300.0
2709,cut_1,0.0,5,3,644,1.0141341905399999,301.0
2710,centre_cut,0.0,1,-1,644,0.956164148197,301.0
2711,rot_3,-1.88495559215,1,-1,644,-0.399411830748,301.0
2712,cut_4,0.0,-7,-9,644,0.7979410288169999,301.0
2713,rot_1,-0.628318530718,1,-1,644,2.19287509191,301.0
2714,cut_3,0.0,-3,-5,644,0.645405406552,301.0
2715,rot_2,-1.25663706144,1,-1,644,1.53595996889,301.0
2716,cut_2,0.0,9,7,644,1.0369127275799999,301.0
2717,rot_4,-2.51327412287,1,-1,644,-0.472434313163,301.0
2718,cut_1,0.0,5,3,574,-0.305610051414,302.0
2719,centre_cut,0.0,1,-1,574,0.451144863463,302.0
2720,rot_3,-1.88495559215,1,-1,574,0.0931387199549,302.0
2721,cut_4,0.0,-7,-9,574,0.99162138435,302.0
2722,rot_1,-0.628318530718,1,-1,574,2.22198335362,302.0
2723,cut_3,0.0,-3,-5,574,0.887080559489,302.0
2724,rot_2,-1.25663706144,1,-1,574,2.1616135431,302.0
2725,cut_2,0.0,9,7,574,0.157146688138,302.0
2726,rot_4,-2.51327412287,1,-1,574,-0.699051501559,302.0
2727,cut_1,0.0,5,3,380,0.49810918295,303.0
2728,centre_cut,0.0,1,-1,380,0.734006700214,303.0
2729,rot_3,-1.88495559215,1,-1,380,-0.904951559146,303.0
2730,cut_4,0.0,-7,-9,380,0.938768276461,303.0
2731,rot_1,-0.628318530718,1,-1,380,1.26938633173,303.0
2732,cut_3,0.0,-3,-5,380,0.7714205737700001,303.0
2733,rot_2,-1.25663706144,1,-1,380,0.403053660925,303.0
2734,cut_2,0.0,9,7,380,1.5796921590900002,303.0
2735,rot_4,-2.51327412287,1,-1,380,-0.580317047786,303.0
2736,cut_1,0.0,5,3,667,2.1485199337400003,304.0
2737,centre_cut,0.0,1,-1,667,2.2039102663,304.0
2738,rot_3,-1.88495559215,1,-1,667,0.8943095518719999,304.0
2739,cut_4,0.0,-7,-9,667,1.58697335723,304.0
2740,rot_1,-0.628318530718,1,-1,667,2.35421369979,304.0
2741,cut_3,0.0,-3,-5,667,1.9449510248599997,304.0
2742,rot_2,-1.25663706144,1,-1,667,1.5325343547999999,304.0
2743,cut_2,0.0,9,7,667,1.5060315466299998,304.0
2744,rot_4,-2.51327412287,1,-1,667,1.28061334116,304.0
2745,cut_1,0.0,5,3,275,1.8684315496000001,305.0
2746,centre_cut,0.0,1,-1,275,1.80365623088,305.0
2747,rot_3,-1.88495559215,1,-1,275,0.5029308809699999,305.0
2748,cut_4,0.0,-7,-9,275,1.50764407893,305.0
2749,rot_1,-0.628318530718,1,-1,275,-0.005022662541069999,305.0
2750,cut_3,0.0,-3,-5,275,1.7758088308700002,305.0
2751,rot_2,-1.25663706144,1,-1,275,-0.902175793754,305.0
2752,cut_2,0.0,9,7,275,1.6003362714700002,305.0
2753,rot_4,-2.51327412287,1,-1,275,1.9401359779700003,305.0
2754,cut_1,0.0,5,3,944,-0.397697850367,306.0
2755,centre_cut,0.0,1,-1,944,-0.150328336412,306.0
2756,rot_3,-1.88495559215,1,-1,944,0.6912987824760001,306.0
2757,cut_4,0.0,-7,-9,944,0.59134102148,306.0
2758,rot_1,-0.628318530718,1,-1,944,-0.0876376036528,306.0
2759,cut_3,0.0,-3,-5,944,-0.09755156640769999,306.0
2760,rot_2,-1.25663706144,1,-1,944,0.47272324985200004,306.0
2761,cut_2,0.0,9,7,944,0.372927376643,306.0
2762,rot_4,-2.51327412287,1,-1,944,0.443987146014,306.0
2763,cut_1,0.0,5,3,577,0.876353643312,307.0
2764,centre_cut,0.0,1,-1,577,0.7969359053659999,307.0
2765,rot_3,-1.88495559215,1,-1,577,1.78806567634,307.0
2766,cut_4,0.0,-7,-9,577,0.418733052896,307.0
2767,rot_1,-0.628318530718,1,-1,577,-1.34944472561,307.0
2768,cut_3,0.0,-3,-5,577,0.727041498212,307.0
2769,rot_2,-1.25663706144,1,-1,577,-0.731076052617,307.0
2770,cut_2,0.0,9,7,577,1.58548473618,307.0
2771,rot_4,-2.51327412287,1,-1,577,2.6091899240900003,307.0
2772,cut_1,0.0,5,3,227,-0.324693344466,308.0
